"WaterYear","flow_mm","Ca_flux","Mg_flux","K_flux","Na_flux","Al_Ferron_flux","TMAl_flux","OMAl_flux","Al_ICP_flux","NH4_flux","H_flux","SO4_flux","NO3_flux","Cl_flux","PO4_flux","DOC_flux","TDN_flux","DON_flux","DIC_flux","SiO2_flux","Mn_flux","Fe_flux","F_flux"
1963,703.408,18004.8496,2898.01175,1948.4648,7709.54245,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88
1964,500.912,7566.94505,2094.0481,1280.85675,5605.54365,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88
1965,751.048,13923.20525,3098.7086,1619.34515,8663.92515,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88
1966,839.211,15174.74025,3374.6498,2018.293,9034.70765,1078.82525,-888.88,-888.88,-888.88,507.4208,22.7014920088339,53578.35675,7694.5067,4865.19635,-888.88,-888.88,-888.88,-888.88,-888.88,45635.9591,-888.88,-888.88,-888.88
1967,932.646,16697.58865,3910.50385,2565.72395,10939.95685,1064.0368,-888.88,-888.88,-888.88,293.63125,20.4896779713068,59076.0806,13091.10605,5334.2883,-888.88,-888.88,-888.88,-888.88,-888.88,47614.887,-888.88,-888.88,-888.88
1968,925.939,17286.77335,3674.059,2435.70635,9653.03015,1134.40655,-888.88,-888.88,-888.88,262.93005,32.8211364101929,55074.1875,12749.2542,5236.31715,-888.88,-888.88,-888.88,-888.88,-888.88,40788.121,-888.88,-888.88,-888.88
1969,873.71,20526.20285,3841.08155,2400.0339,9793.8081,1205.938875,-888.88,-888.88,-888.88,665.011875,37.9793723490325,48964.1975,31163.373675,4271.160675,-888.88,-888.88,-888.88,-888.88,-888.88,46388.7165,-888.88,-888.88,-888.88
1970,813.276,18696.99525,3459.41625,2312.4653,8517.79965,-888.88,-888.88,-888.88,-888.88,237.0251,42.0405891064542,52155.1735,29685.04835,4739.3321,-888.88,-888.88,-888.88,-888.88,-888.88,45645.8155,-888.88,-888.88,-888.88
1971,798.138,22407.99325,4327.65005,2927.7366,9386.6158,-888.88,-888.88,-888.88,-888.88,94.5022,53.0841496048064,43672.1445,58252.90205,4262.56675,-888.88,-888.88,-888.88,-888.88,-888.88,47025.675,-888.88,-888.88,-888.88
1972,1078.278,26365.70415,4713.74605,4536.8679,12206.1853,-888.88,-888.88,-888.88,-888.88,251.501,75.9421125772597,61066.686,61805.85315,6648.43045,8.1726,-888.88,-888.88,-888.88,-888.88,66134.162,-888.88,-888.88,-888.88
1973,1530.436,35290.01445,6556.84515,7932.439,15257.42055,-888.88,-888.88,-888.88,-888.88,482.06075,78.8420449334665,86619.7085,74979.41985,6834.1373,19.1577,-888.88,-888.88,-888.88,-888.88,86945.3115,-888.88,-888.88,-888.88
1974,886.215,17118.4519,3473.3826,4042.33475,9347.30515,-888.88,-888.88,-888.88,-888.88,173.39285,18.8281290063038,53058.649,21964.05745,3994.72365,2.4896,-888.88,-888.88,-888.88,-888.88,55237.27725,-888.88,-888.88,-888.88
1975,1318.252,23064.0654,4559.1018,7174.77055,12995.58265,-888.88,-888.88,-888.88,-888.88,200.3632,25.9809056000005,78487.8465,25619.54025,4900.79235,41.1565,-888.88,-888.88,-888.88,-888.88,83045.406,-888.88,-888.88,-888.88
1976,948.729,13925.766,2884.38925,5872.6545,9175.67105,-888.88,-888.88,-888.88,-888.88,103.9131,17.0529649893381,54346.468,9045.9775,3114.04035,50.76125,-888.88,-888.88,-888.88,-888.88,61833.5645,-888.88,-888.88,-888.88
1977,1041.954,16051.65555,3167.9343,5845.72795,9709.48475,-888.88,-888.88,-888.88,-888.88,110.0015,19.1658719146309,58501.833,2867.9648,3423.67545,48.3647,-888.88,-888.88,-888.88,-888.88,66669.4815,-888.88,-888.88,-888.88
1978,869.854,13113.34725,2649.67065,4459.5015,7742.673,-888.88,-888.88,-888.88,-888.88,123.48245,22.0856546632899,47276.302,1191.05775,3521.96745,56.67855,-888.88,-888.88,-888.88,-888.88,48318.9635,-888.88,-888.88,-888.88
1979,724.424,11617.63655,2456.25075,5286.0903,6979.25395,-888.88,-888.88,-888.88,-888.88,146.40205,16.4259588004653,40010.662,2908.97145,3918.7265,47.3083,-888.88,-888.88,-888.88,-888.88,45391.7275,-888.88,-888.88,-888.88
1980,769.404,12547.41705,2800.3523,5094.0779,7895.71695,-888.88,-888.88,-888.88,-888.88,180.61525,30.8983843330056,45892.968,1533.28715,5269.89045,31.53335,-888.88,-888.88,-888.88,-888.88,49346.8905,-888.88,-888.88,-888.88
1981,1126.518,17560.11465,3737.7091,5901.77905,10358.9798,-888.88,-888.88,-888.88,-888.88,200.161,24.8224624882373,63892.6715,1687.1794,4356.25595,86.3018,-888.88,-888.88,-888.88,-888.88,81123.5415,-888.88,-888.88,-888.88
1982,824.399,13015.09655,2784.3115,4036.5237,7766.07795,-888.88,-888.88,-888.88,-888.88,125.06385,10.1241897981631,45887.4075,1091.7767,3594.4276,51.77415,-888.88,-888.88,-888.88,-888.88,51886.9805,-888.88,-888.88,-888.88
1983,1035.848,15916.26645,3224.193,4920.80595,8734.20495,-888.88,-888.88,-888.88,-888.88,154.8954,23.7072928282274,54455.581,296.3905,4389.3258,85.84945,-888.88,-888.88,-888.88,-888.88,58766.2785,-888.88,-888.88,-888.88
1984,662.634,10481.0436,2209.19555,2836.3686,6166.1646,-888.88,-888.88,-888.88,-888.88,104.1225,11.5748568709322,36012.113,1001.259,3092.4708,45.8715,-888.88,-888.88,-888.88,-888.88,41541.0045,-888.88,-888.88,-888.88
1985,882.801,13468.72025,2801.8836,3944.145,7299.1585,-888.88,-888.88,-888.88,-888.88,168.37095,29.6853897283024,45373.7695,2016.2079,3386.6881,84.3533,-888.88,-888.88,-888.88,-888.88,50069.361,-888.88,-888.88,-888.88
1986,789.718,13549.11465,2931.88105,3288.40615,7584.89385,-888.88,-888.88,-888.88,-888.88,210.834,20.7813305884172,40739.4062,9530.00195,3161.0495,73.7975,-888.88,-888.88,-888.88,-888.88,50416.5225,-888.88,-888.88,-888.88
1987,743.748,12963.51055,2929.56815,3501.92885,7596.75875,-888.88,-888.88,-888.88,-888.88,154.49865,15.5412045845655,39980.175,6518.2589,3838.3198,96.5326,-888.88,-888.88,-888.88,-888.88,48476.182,-888.88,-888.88,-888.88
1988,643.188,11343.2826,2523.1354,3154.94555,6565.32275,-888.88,-888.88,-888.88,-888.88,141.9137,19.4957935595845,36126.832,4501.9971,3640.81035,7.94935,-888.88,-888.88,-888.88,-888.88,37606.513,-888.88,-888.88,-888.88
1989,1036.556,19994.6704,4094.8566,5649.10525,10232.8137,-888.88,-888.88,-888.88,-888.88,203.6969,31.8947308965648,54734.677,21384.88105,5068.7752,89.20195,-888.88,-888.88,-888.88,-888.88,63193.6045,-888.88,-888.88,-888.88
1990,1095.313,21706.82625,4397.1535,4833.8934,10042.0157,-888.88,-888.88,-888.88,-888.88,245.58355,21.0113601440984,55486.2465,25054.67575,4935.4604,88.64615,-888.88,-888.88,-888.88,-888.88,65199.3475,-888.88,-888.88,-888.88
1991,861.505,15240.91995,3194.18045,3145.80315,7891.94535,-888.88,-888.88,-888.88,-888.88,205.72925,18.6135968924137,44448.3695,8476.9006,3597.8752,37.83315,-888.88,-888.88,-888.88,-888.88,49807.287,-888.88,-888.88,-888.88
1992,883.265,14226.67445,2913.01725,2783.26075,8199.5073,-888.88,-888.88,-888.88,-888.88,296.7049,20.2456114037932,44637.6755,5445.3616,3708.074,24.9438,-888.88,-888.88,-888.88,-888.88,50646.2385,-888.88,-888.88,-888.88
1993,888.328,14196.98935,2761.62995,2946.3731,8153.16075,-888.88,-888.88,-888.88,-888.88,135.7673,26.0405452324462,45558.5007,4577.5922,4745.7545,0.5111,-888.88,-888.88,-888.88,-888.88,49248.2375,-888.88,-888.88,-888.88
1994,587.299,10675.44925,2138.70585,2024.6956,6561.41105,-888.88,-888.88,-888.88,-888.88,88.5221,9.80059611628646,29787.9887,9743.82155,3081.51075,0,-888.88,-888.88,-888.88,-888.88,38426.454,-888.88,-888.88,-888.88
1995,1339.947,21612.94645,4126.6183,4986.19455,12309.48265,-888.88,-888.88,-888.88,-888.88,151.17575,32.8515003409624,62867.72565,18372.7685,8609.829,0.385,-888.88,-888.88,-888.88,-888.88,75593.5275,-888.88,-888.88,-888.88
1996,1162.484,18558.72195,3471.51175,4165.0833,10107.285,-888.88,-888.88,-888.88,-888.88,128.67405,26.7964046762008,47838.25135,23808.98575,5890.755,0,-888.88,-888.88,-888.88,6823.1676145905,60362.278,-888.88,-888.88,-888.88
1997,701.283,11212.5107,2203.6455,2071.44665,6355.04895,-888.88,-888.88,-888.88,-888.88,107.09505,11.8443951668911,29783.52455,12582.74185,2812.6175,5.1486,14665.12195,-888.88,-888.88,3830.27886364,40691.621,-888.88,-888.88,-888.88
1998,974.39,21721.1601,3825.95295,3344.7568,9593.10625,-888.88,-888.88,-888.88,-888.88,100.9279,26.3138771631635,37017.5489,52466.6749,4320.7307,0,15932.7783,-888.88,-888.88,4770.93525884475,59189.328,-888.88,-888.88,-888.88
1999,1097.667,20210.3406,3625.19825,3684.20705,10136.21085,-888.88,-888.88,-888.88,-888.88,117.88055,27.6002690596708,44745.15695,38691.1206,5317.7513,1.22045,-888.88,-888.88,-888.88,5650.53663642525,63910.4255,-888.88,-888.88,-888.88
2000,677.251,10149.43085,2029.6233,1895.2162,6395.78605,-888.88,-888.88,-888.88,-888.88,69.64155,14.0427066798439,29654.83455,11621.10675,2667.32945,0,-888.88,-888.88,-888.88,3812.2500073785,40572.074,-888.88,-888.88,-888.88
2001,752.335,10025.5435,1929.9842,1809.9845,7082.55675,-888.88,-888.88,-888.88,-888.88,76.48975,13.7591239276761,33500.64815,5105.78895,3567.08925,1.64415,-888.88,-888.88,-888.88,4011.87790277575,43663.927,-888.88,-888.88,-888.88
2002,633.933,8487.95885,1658.6817,1472.5772,6237.8118,-888.88,-888.88,-888.88,-888.88,63.5264,9.23079413980728,27777.48025,5269.4564,2981.8321,7.20825,-888.88,-888.88,-888.88,3704.99326049875,37182.799,-888.88,-888.88,-888.88
2003,1201.373,14999.88895,2716.4005,2126.6605,10490.74325,-888.88,-888.88,-888.88,-888.88,122.54435,20.6447862884943,49273.1576,5423.7774,5561.02065,0,-888.88,-888.88,-888.88,6487.64508764725,67787.459,-888.88,-888.88,-888.88
2004,959.73,11276.90915,2179.3639,1871.61255,8920.8626,-888.88,-888.88,-888.88,-888.88,95.973,13.402262575791,38484.7566,3321.65935,4278.7816,0,-888.88,-888.88,-888.88,5673.40310346075,52896.163,-888.88,-888.88,-888.88
2005,1252.883,14217.70335,2613.66135,2041.95825,11011.30805,-888.88,-888.88,-888.88,-888.88,125.2883,15.8126748401304,47723.22365,2640.38535,5244.4379,0,-888.88,-888.88,-888.88,6788.008215976,65746.872,-888.88,-888.88,-888.88
2006,989,10940.0574,2076.5886,1824.86915,8449.0129,-888.88,-888.88,-888.88,-888.88,98.9,13.7157143183822,35686.1207,5296.4868,3771.55115,0,-888.88,-888.88,-888.88,5149.59156705475,52115.49,-888.88,-888.88,-888.88
2007,1037.333,10886.20325,2138.4207,1612.9907,8839.3012,-888.88,-888.88,-888.88,-888.88,103.7333,14.0800893522443,37821.4749,2322.1631,3551.8269,0,-888.88,-888.88,-888.88,5577.32807661775,56803.508,-888.88,-888.88,-888.88
2008,1117.693,11093.6783,2163.46645,1275.70495,9063.53055,-888.88,-888.88,-888.88,-888.88,111.7693,13.3807276376447,38811.77495,1410.96775,3414.52915,0,-888.88,-888.88,-888.88,6691.396771174,64261.716,-888.88,-888.88,-888.88
2009,1210.618,11484.5831,2265.7968,1446.67745,9854.1364,-888.88,-888.88,-888.88,-888.88,121.0618,12.7675665829813,39045.27735,707.50155,3863.22695,0,-888.88,-888.88,-888.88,6107.0433935275,70041.5755,-888.88,-888.88,-888.88
2010,1319.677,11968.51125,2369.41335,2023.3844,10325.2895,-888.88,-888.88,-888.88,-888.88,131.9677,21.5647346122346,39650.5285,2348.2674,4850.3057,0,-888.88,-888.88,-888.88,6650.15258402525,69667.464,-888.88,-888.88,-888.88
2011,1198.789,10721.73505,2132.4216,1582.0899,10135.3355,-888.88,370.641675,286.3601,-888.88,119.8789,13.5996051355052,35546.0092,2023.5467,3725.9555,0,-888.88,-888.88,-888.88,6106.44577875925,71143.4015,-888.88,-888.88,-888.88
2012,1064.469,9404.1972,1968.57135,1368.8089,10228.7731,-888.88,308.8851,235.18045,-888.88,88.48355,9.6578015400685,31903.68365,2469.38145,4237.844,7.23975,-888.88,-888.88,-888.88,6158.830307533,66172.92235,-888.88,-888.88,-888.88
2013,918.295,7862.25105,1686.89645,1474.93075,8833.60195,-888.88,292.86445,190.6189,613.66775,35.4634,9.45587705150727,25910.9628,4804.38235,3362.44695,8.2983,17166.76595,1754.7723,688.6515,5247.00727846075,55824.5033,17.33215,8.5966,297.94555
2014,819.324,6790.72365,1492.89005,969.4376,7351.8957,-888.88,233.6622,171.5967,679.3773,38.11555,8.93106604768935,22984.4443,1739.38585,3736.865,0.5392,14799.69735,952.7288,589.31085,5138.582567355,50909.7969,6.26785,14.2749,251.23865
2015,1040.368,8301.801975,1643.479275,1195.3383,8976.644425,-888.88,308.07855,209.6985,836.978925,23.9359,12.4246189786473,27720.63945,710.0364,4683.07875,0.31075,20274.09305,745.94555,759.204,6329.266364026,63096.3469,10.192975,17.0987,381.8497
2016,809.183,5750.13605,1280.72925,909.95765,6265.90635,-888.88,305.04645,145.3083,668.6242,46.9997,9.6627146788804,20795.868,528.4793,3792.0731,0.06135,15448.9391,496.79505,556.09505,4786.3302500785,46170.20765,0.1138,17.27795,339.3644
2017,927.645,6576.3689,1438.83105,1099.7604,7739.23035,-888.88,385.4849,217.80615,759.4062,42.91815,10.0582071866876,24618.64705,575.92055,4401.5952,0,18550.7495,572.0651,622.28315,6912.82190103375,54010.19845,6.9334,5.7392,516.39005
2018,1199.192,7614.7949,1650.1136,1128.06765,8070.1925,-888.88,579.83515,378.4211,1179.54485,82.106,13.5264104880286,27079.40925,893.7291,4646.70275,6.2652,25789.55295,928.9286,855.0967,6951.1428144955,63552.12835,58.50725,70.00935,359.8795
